HMS,StructuredFormula,Temperature,Pressure,crystal_system
R -3 m H,Na1Ni0.5Mn0.25Ti0.25O2,293,0.101325,trigonal
R -3 c H,La1Ba1Fe1.2Mn0.8O6,293,0.101325,trigonal
R -3 c H,La0.75K0.19Sr0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.73K0.21Sr0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.72K0.22Sr0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.71K0.23Sr0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.69K0.25Sr0.06Mn1O3,293,0.101325,trigonal
R -3 m H,Na1Ce0.01Ni0.5Mn0.5O2,293,0.101325,trigonal
R -3 m H,Na0.97Ce0.06Ni0.47Mn0.5O2,293,0.101325,trigonal
R -3 m H,Na0.85Ce0.3Ni0.35Mn0.5O2,293,0.101325,trigonal
P -3 m 1,Ni0.6Co0.2Mn0.2O2H2,293,0.101325,trigonal
R -3 m H,Li0.96Ni0.81Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.85Fe0.15O3,293,0.101325,trigonal
R -3 m H,Li0.993Ni0.8Mn0.1Co0.1O2,293,0.101325,trigonal
R -3 m H,Na1Fe0.2Mn0.4Ni0.4O2,293,0.101325,trigonal
P -3 m 1,Na0.1Ni0.5Mn0.4Ti0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.9Co0.05Mn0.05O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Mn0.17Al0.03O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Mn0.15Al0.05O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Mn0.1Al0.1O2,293,0.101325,trigonal
R -3 m H,Na1Ni0.3Fe0.2Mn0.5O2,293,0.101325,trigonal
R -3 m H,Na0.6Mn0.67Ni0.22Fe0.11O2,293,0.101325,trigonal
R -3 m H,Na0.6Mn0.62Ni0.22Fe0.16O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.65Co0.15Mn0.2O2,293,0.101325,trigonal
R -3 m H,Na1Cu0.2Fe0.3Mn0.5O2,295,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.95Ni0.05O3,295,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.9Ni0.1O3,295,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.85Ni0.15O3,295,0.101325,trigonal
R -3 m H,Na1Ni0.4Mn0.4Ti0.2O2,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.99Fe0.01O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.95Fe0.05O3,293,0.101325,trigonal
R -3 H,La1.6Sr0.4Co1Mn1O6,298,0.101325,trigonal
R -3 m H,Li1Ni0.5Mn0.4Ti0.1O2,293,0.101325,trigonal
P -3,Ca0.2Mn0.9K0.009O2.6H1.2,293,0.101325,trigonal
R -3 m H,Li1Ni0.2Co0.6Mn0.2O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.98Fe0.02O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96Fe0.04O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.94Fe0.06O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.92Fe0.08O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.33Co0.33Mn0.34O2,293,0.101325,trigonal
R -3 m H,Li1Mg0.33Co0.33Mn0.34O2,293,0.101325,trigonal
R -3 c H,La0.75Sr0.25Mn0.5Cr0.5O3,293,0.101325,trigonal
R -3 c H,La0.75Sr0.25Mn0.3Cr0.7O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.99Cu0.01O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.975Cu0.025O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96Cu0.04O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.95Cu0.05O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.925Cu0.075O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Cu0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.875Cu0.125O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Cu0.15O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.65Co0.25Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,298,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Ti0.1O3,311,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.8Ti0.2O3,281,0.101325,trigonal
R -3 c H,La0.667Sr0.25K0.083Mn1O3,293,0.101325,trigonal
R -3 c H,La0.667Sr0.167K0.166Mn1O3,293,0.101325,trigonal
R -3 m H,Li1.12Ni0.374Mn0.374Co0.132O2,293,0.101325,trigonal
R -3 m H,Li0.98Ni0.374Mn0.374Co0.132O2,293,0.101325,trigonal
R -3 m H,Li0.7Ni0.374Mn0.374Co0.132O1.89,293,0.101325,trigonal
R -3 c H,La0.7Ca0.26Na0.04Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.24Na0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.22Na0.08Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.2Na0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.99Co0.01O2.97,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.97Co0.03O2.97,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.94Co0.06O2.97,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.9Co0.1O2.97,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.85Co0.15O2.97,293,0.101325,trigonal
R -3 m H,Li1Co0.8Ni0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.333Co0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.333Co0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.333Co0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,LiNi0.333Mn0.333Co0.333O2,293,0.101325,trigonal
R -3 m H,Li1.008Ni0.325Mn0.333Co0.333O2,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.5Ti0.5O3,293,0.101325,trigonal
R -3 m H,Li1.2Ni0.23Mn0.54Fe0.03O2,293,0.101325,trigonal
R -3 m H,Li1.2Ni0.21Mn0.54Fe0.05O2,293,0.101325,trigonal
R -3 m H,Li1.2Ni0.18Mn0.54Fe0.08O2,293,0.101325,trigonal
R -3 H,Li1Ni0.4Co0.2Mn0.4O2,293,0.101325,trigonal
R -3 H,Li1Ni0.4Al0.2Mn0.4O2,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.98V0.02O3,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.96V0.04O3,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.94V0.06O3,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.92V0.08O3,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.9V0.1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.1Mn0.1Co0.8O2,293,0.101325,trigonal
R -3 m H,Li0.92Ni0.1Mn0.1Co0.8O2,293,0.101325,trigonal
R -3 m H,Li0.82Ni0.1Mn0.1Co0.8O2,293,0.101325,trigonal
R -3 m H,Li0.78Ni0.1Mn0.1Co0.8O2,293,0.101325,trigonal
R -3 m H,Li0.68Ni0.1Mn0.1Co0.8O2,293,0.101325,trigonal
R -3 m H,Li1.06Ni0.313Mn0.313Co0.314O2,293,0.101325,trigonal
P -3 m 1,Li0.04Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R 3 2 H,Zn3H26O45Mn1Mo9,293,0.101325,trigonal
R 3 2 H,Mn1H27O43Co1Mo9,293,0.101325,trigonal
R -3 c H,La0.7Ca0.1Ag0.2Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.83Co0.07Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.72Co0.05Mn0.23O2,293,0.101325,trigonal
R -3 m H,Na1Ni0.33Fe0.33Mn0.33O2,293,0.101325,trigonal
R 3 2 H,Ni3Mn1Mo9O43.5H23,293,0.101325,trigonal
P -3 1 m,Gd1Ge0.97Mn0.03Sb1O6,293,0.101325,trigonal
R 3 c H,Bi0.9Ba0.1Fe0.9Mn0.1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.05Mn0.05Co0.9O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.05Mn0.05Co0.9O2,293,0.101325,trigonal
R -3 m H,Li1.0007Ni0.05Mn0.05Co0.9O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.15Mn0.15Co0.7O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.15Mn0.15Co0.7O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.15Mn0.15Co0.7O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.3Mn0.3Co0.4O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.3Mn0.3Co0.4O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.3Mn0.3Co0.4O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.45Mn0.45Co0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.45Mn0.45Co0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.45Mn0.45Co0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.358Mn0.358Co0.283O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.383Mn0.383Co0.233O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.408Mn0.408Co0.183O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.333Mn0.333Co0.333O2,293,0.101325,trigonal
R -3 m H,Li0.932Ni0.868Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Na1Ni0.33Mn0.33Co0.33O2,293,0.101325,trigonal
R 3 m H,Na0.8Ni0.33Mn0.33Co0.33O2,293,0.101325,trigonal
R -3 m H,Li1.031Ni0.323Co0.323Mn0.323O2,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.98Cr0.02O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.95Cr0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.9Cr0.1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.9Cr0.1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.334Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.95Fe0.05O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ba0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ba0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ba0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.2Ba0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Cr0.1O3,298,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Fe0.1O3,298,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Cu0.1O3,298,0.101325,trigonal
R -3 m H,Li1.134Mn0.47Ni0.257Co0.138O2,293,0.101325,trigonal
R -3 m H,Li1.137Mn0.473Ni0.252Co0.137O2,293,0.101325,trigonal
R -3 m H,Li1.149Mn0.467Ni0.246Co0.137O2,293,0.101325,trigonal
R -3 m H,Li1.136Mn0.467Ni0.258Co0.139O2,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.95Ni0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.9Ni0.1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.67Ni0.33O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.97Co0.03O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.95Co0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.9Co0.1O3,293,0.101325,trigonal
R -3 c H,La0.644Sr0.129Nd0.129Mn1.069O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.98Cr0.02O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96Cr0.04O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.94Cr0.06O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.92Cr0.08O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Cr0.1O3,293,0.101325,trigonal
R -3 H,H0.12Zn1.89Mn0.05Si1O4,293,0.101325,trigonal
R -3 m H,Li1Mn0.375Ni0.375Co0.25O2,293,0.101325,trigonal
R -3 c H,La0.34Pr0.33Ba0.33Mn1O2.971,293,0.101325,trigonal
R -3 c H,La0.34Nd0.33Ba0.33Mn1O2.977,293,0.101325,trigonal
R -3 c H,La0.34Sm0.33Ba0.33Mn1O2.945,293,0.101325,trigonal
R -3 c H,La0.34Gd0.33Ba0.33Mn1O3.028,293,0.101325,trigonal
R -3 m H,Li1Mn0.63Ni0.24Co0.13O2,293,0.101325,trigonal
R -3 c H,La0.65Ca0.3Ba0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.65Ca0.25Ba0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.65Ca0.2Ba0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.85Fe0.15O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.2Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Sb0.15O3,300,0.101325,trigonal
R -3 c H,La0.6Pr0.1Sr0.3Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.9Ti0.1O3,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.7Ti0.3O3,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.5Ti0.5O3,293,0.101325,trigonal
R -3 m H,Li0.999Ni0.801Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li0.998Ni0.802Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li0.979Ni0.821Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li0.978Ni0.822Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li0.815Ni0.985Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Na0.914Ni0.489Mn0.287Ti0.224O2,293,0.101325,trigonal
R -3 m H,Na0.969Ni0.388Fe0.184Mn0.379O1.98,293,0.101325,trigonal
R -3 m H,Na0.915Ni0.375Fe0.202Mn0.308O1.961,293,0.101325,trigonal
R -3 m H,Li1.009Ni0.791Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1.01Ni0.79Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1.022Ni0.778Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.425Mn0.425Co0.15O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.425Mn0.425Co0.15O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.425Mn0.425Co0.15O2,293,0.101325,trigonal
R -3 c H,La0.57Pr0.1Ba0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.47Pr0.2Ba0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.94Bi0.06O3,293,0.101325,trigonal
R -3 m H,Na0.76Mn0.33Ni0.33Co0.33O2,293,0.101325,trigonal
P -3 m 1,Ni0.5Co0.2Mn0.3O2H2,298,0.101325,trigonal
R -3 m H,Na1Ni0.2Mn0.4Cu0.2O2,293,0.101325,trigonal
R -3 c H,Ca2.7Sr0.3Co1Mn1O6,293,0.101325,trigonal
R -3 c H,Ca2.4Sr0.6Co1Mn1O6,293,0.101325,trigonal
R -3 c H,Ca2.1Sr0.9Co1Mn1O6,293,0.101325,trigonal
R -3 m H,Na0.67Ni0.29Mn0.63Al0.08O2,293,0.101325,trigonal
R -3 m H,Na1Ni0.4Fe0.2Mn0.4O2,293,0.101325,trigonal
R -3 c H,La0.67Ca0.28Ag0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.642Ca0.174Ag0.144Mn1.002O3,293,0.101325,trigonal
R -3 c H,La0.63Ca0.18Ag0.162Mn1.002O3,293,0.101325,trigonal
R -3 c H,La0.67Ca0.13Ag0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ca0.05Ag0.28Mn1O3,293,0.101325,trigonal
R -3 m H,Li0.963Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.81Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.69Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.57Ni0.333Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.49Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.4Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.31Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 m H,Li0.24Ni0.33Co0.33Mn0.33O2,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.85Fe0.15O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.75Fe0.25O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.65Fe0.35O3,293,0.101325,trigonal
R -3 c H,La0.7Ba0.3Mn0.95Al0.05O3,293,0.101325,trigonal
R -3 c H,La0.7Ba0.3Mn0.9Al0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Ba0.3Mn0.85Al0.15O3,293,0.101325,trigonal
R 3 c H,Bi0.97Y0.03Fe0.95Mn0.05O3,293,0.101325,trigonal
R 3 c H,Bi0.94Y0.06Fe0.95Mn0.05O3,293,0.101325,trigonal
R 3 c H,Bi0.88Y0.12Fe0.95Mn0.05O3,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.97Bi0.03O3,293,0.101325,trigonal
R -3 c H,La0.5875Gd0.0125Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Gd0.05Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.5Gd0.1Sr0.4Mn1O3,293,0.101325,trigonal
P 3,Mn6Nb0.92Si2O14H2.42,293,0.101325,trigonal
R 3 c H,Bi0.8Ba0.2Fe0.9Mn0.1O3,293,0.101325,trigonal
R 3 c H,Bi0.8Ba0.2Fe0.8Mn0.2O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.05Ca0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Ba0.1Ca0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Bi0.05Ca0.35Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Bi0.1Ca0.35Mn1O3,293,0.101325,trigonal
R -3 c H,La0.45Bi0.2Ca0.35Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6375Pr0.085Ag0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.5525Pr0.17Ag0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96Al0.04O3,295,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96In0.04O3,295,0.101325,trigonal
R 3 c H,Bi0.9La0.1Fe0.9Mn0.1O3,293,0.101325,trigonal
R -3 c H,Bi0.1La0.9Fe0.1Mn0.9O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.28Mg0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.18Mg0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.13Mg0.2Mn1O3,293,0.101325,trigonal
R -3 m H,Na1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Na0.912Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 c H,La0.7Te0.3Mn0.9Co0.1O3,293,0.101325,trigonal
R -3 c H,La0.9Li0.08Na0.02Mn1O3,293,0.101325,trigonal
R -3 c H,La0.9Li0.06Na0.04Mn1O3,293,0.101325,trigonal
R -3 c H,La0.9Li0.04Na0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.9Li0.02Na0.08Mn1O3,293,0.101325,trigonal
R -3 m H,Li1.167Ni0.4Mn0.383Co0.05O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.1Ag0.025Mn0.849O2.51,293,0.101325,trigonal
R -3 c H,La0.7Sr0.1Ag0.05Mn0.866O2.574,293,0.101325,trigonal
R -3 c H,La0.7Sr0.1Ag0.075Mn0.879O2.632,293,0.101325,trigonal
R -3 c H,La0.7Sr0.1Ag0.1Mn0.905O2.708,293,0.101325,trigonal
R -3 c H,Ba0.7La1.3Fe1Mn1O6,300,0.101325,trigonal
R 3 c H,Bi0.88Ca0.12Fe0.88Mn0.12O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.333Co0.333Mn0.333O2,293,0.101325,trigonal
R -3 c H,La0.8Sm0.05K0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.75Sm0.1K0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sm0.15K0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Sm0.05Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.75Sm0.1Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sm0.15Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.5Bi0.1Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.45Bi0.15Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.4Bi0.2Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.35Bi0.25Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.3Bi0.3Sr0.4Mn1O3,293,0.101325,trigonal
R 3 c H,Bi0.95Nd0.05Fe0.97Mn0.03O3,293,0.101325,trigonal
P -1,Mn1Bi1Se2O6Cl1,293,0.101325,triclinic
P -1,Mn0.806Ca0.162Mg0.032Si1O3,293,0.101325,triclinic
P -1,K1.72Na0.28Mn1Si4O10,293,0.101325,triclinic
P -1,Mn9Al2Si8O32H8,293,0.101325,triclinic
P -1,K2Mn1Se2O10H4,293,0.101325,triclinic
P -1,Ca2Mn7Si10O35H12,293,0.101325,triclinic
C -1,Mn3.54Mg0.86Ca0.6Si5O15,293,0.101325,triclinic
P -1,Na1Mn2Si3O9H1,293,0.101325,triclinic
P -1,Mn4.857Ca0.082Mg0.061Si5O15,293,0.101325,triclinic
P -1,Ag0.15Na1.85Mn2Mo3O12,298,0.101325,triclinic
C -1,Mn0.915Fe0.0021Mg0.083Si1O3,293,0.101325,triclinic
C -1,Mn3Zn1Ca1Si5O15,293,0.101325,triclinic
P -1,Co2H28O14Mn2F10,301.9,0.101325,triclinic
C -1,Na0.6Mn2O5.5D2H1,298,0.101325,triclinic
P -1,Ca1Mn1H6As2O10,293,0.101325,triclinic
P -1,Cu3Mn2F12H24O12,293,0.101325,triclinic
P -1,Mn3Ca1.93Fe1.07Si5.94O18,293,0.101325,triclinic
I -1,Ba1La1Mn1Mo1O6,295,0.101325,triclinic
P -1,Mn2H46O101Si2W24,293,0.101325,triclinic
P -1,Ca0.81Mn3.19Fe1Si5O15,293,0.101325,triclinic
P -1,Li0.725Mn3.92Na0.27Si5O15,296,0.101325,triclinic
P -1,K1Na1Mn1Si4O10,296,0.101325,triclinic
P -1,Ag1Al0.74Mn3.26Mo5O20,298,0.101325,triclinic
P -1,Ca3Na1Mn1V5O17,293,0.101325,triclinic
P -1,Mn1Sm1Se2O6Cl1,293,0.101325,triclinic
P -1,Mn1Mo1O7Se1H2,296,0.101325,triclinic
P -1,Mn3Sb2.13O9.87V1.87Cl2,293,0.101325,triclinic
P -1,Mn3Sb2.1O9.9V1.9Cl2,293,0.101325,triclinic
P -1,Mn3Sb2.08O9.92V1.92Cl2,293,0.101325,triclinic
P -1,Mn3.065Fe11O37Sb4.363As8.742,293,0.101325,triclinic
P -1,Mg0.5Mn3.43Ca0.07O10H6,293,0.101325,triclinic
P -1,K1Mn1Cl3H4O2,293,0.101325,triclinic
P -1,Rb1Mn1Cl3H4O2,293,0.101325,triclinic
P -1,Cs2Mn1Cl4H4O2,293,0.101325,triclinic
P -1,Rb2Mn1Cl4H4O2,293,0.101325,triclinic
P -1,K1Mn1Cl3H4O2,293,0.101325,triclinic
P -1,Mn1H17O8.5B10Cl10,293,0.101325,triclinic
P -1,Mn2Na1Si3O9H1,293,0.101325,triclinic
P -1,Na4Mn1Mo8O47H40,293,0.101325,triclinic
P -1,K5Mn1V11O42H20,293,0.101325,triclinic
P -1,K5H19Mn3V12O48,293,0.101325,triclinic
C -1,Li1Mn1As1O5H1,293,0.101325,triclinic
C -1,Mn5Al2Si3O18H8,293,0.101325,triclinic
P -1,H32K2Mn2O44V10,293,0.101325,triclinic
P -1,Mn2.06Mg0.08K0.06O6.34H1.44,293,0.101325,triclinic
P -1,Mn1U2O24As2H24,293,0.101325,triclinic
P -1,Mn1U2O20As2H16,293,0.101325,triclinic
P -1,Na4Mn2Mo9O43.5H23,293,0.101325,triclinic
P -1,Mn0.81Cu4As4O26H22,300,0.101325,triclinic
I -1,Sr1La1Fe1Mn1O6,293,0.101325,triclinic
P -1,Mn2.8Fe2.8Mg1.4Si7O21,293,0.101325,triclinic
P -1,La6H113O132Mn2V25,293,0.101325,triclinic
P -1,Ce6H109O130Mn2V25,293,0.101325,triclinic
P -1,Pr6H113O132Mn2V25,293,0.101325,triclinic
P -1,Pb1Mn1Si3O9H2,293,0.101325,triclinic
P -1,Mn6H88O110W19Zn3,293,0.101325,triclinic
P -1,Na8H70O76Mn1W12,293,0.101325,triclinic
P -1,H76Mn5.5O102W18.5Sb2,293,0.101325,triclinic
P -1,Na10Mn5H148O156W24,293,0.101325,triclinic
C 1 2/m 1,Mg1.81Mn1.08Fe0.01O5B1,293,0.101325,monoclinic
P 1 21/n 1,Ca2Fe1Mn0.5W0.5O6,295,0.101325,monoclinic
P 1 21/n 1,Mn4As1Si3O13H1,293,0.101325,monoclinic
C 1 2/m 1,Li0.89Mn0.4Ni0.11Co0.1O1.44,293,0.101325,monoclinic
C 1 2/m 1,Li0.09Mn0.4Ni0.1Co0.1O1.11,293,0.101325,monoclinic
C 1 2/m 1,Mn13Sb2Al4Si2O28,293,0.101325,monoclinic
C 1 2/c 1,Ag0.152Na1.848Mn3V3O12,293,0.101325,monoclinic
C 1 2/c 1,Ag1.377Na0.623Mn3V3O12,293,0.101325,monoclinic
P 1 n 1,Ca2Mn1As14O24Cl1,293,0.101325,monoclinic
P 1 21/c 1,Gd1Mg0.95Mn0.05B5O10,293,0.101325,monoclinic
