UID,Chemical,Scientist,Exp No.,Plate No. Pos,Time,Temperature,Date made,Formulas,Final Comps Tom,Code Output
150,NaNi2/3Fe1/9Cu1/9Mn1/9O2,FT,4,2.3,12,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0,Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0.001
151,NaMn2/3Cu1/9Fe1/9Ni1/9O2,FT,4,2.4,12,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
152,NaMn1/9Cu8/27Fe8/27Ni8/27O2,FT,4,2.9,12,950,,"{'Na': 1, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
153,NaNi1/9Cu8/27Fe8/27Mn8/27O2,FT,4,2.1,12,950,,"{'Na': 1, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:1;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.188;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
154,NaFe1/9Mn8/27Cu8/27Ni8/27O2,FT,4,2.11,12,950,,"{'Na': 1, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.293;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
155,NaCu1/9Mn8/27Fe8/27Ni8/27O2,FT,4,2.12,12,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.111;Mn:3:0.296;Ni:4:0.296;O:-2:2;Fe:2:0.182;Fe:3:0.114;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
156,NaFe7/18Ni7/18Cu1/9Mn1/9O2,FT,4,3.1,12,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.278;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
157,NaCu2/18Ni7/18Fe1/9Mn1/9O2,FT,4,3.2,12,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.111;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.556,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
158,NaFe7/18Mn7/18Cu1/9Ni1/9O2,FT,4,3.5,12,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.389;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
159,NaCu7/18Fe7/18Mn1/9Ni1/9O2,FT,4,3.6,12,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.389;Ni:4:0.111;O:-2:2;Mn:4:0.055;Mn:7:0.056;FinalChargeBalance:0.001,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
160,NaMn7/18Ni7/18Fe1/9Cu1/9O2,FT,4,3.9,12,950,,"{'Na': 1, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0,Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2.0;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0.0
161,NaCu7/18Mn7/18Fe1/9Ni1/9O2,FT,4,3.1,12,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.111;Mn:4:0.278;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
162,Na0.75Mn2/3Cu1/6Fe1/6O2,FT,4,4.1,12,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.253;Mn:4:0.414;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
163,Na0.75Ni2/3Fe1/6Cu1/6O2,FT,4,4.2,12,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.667;Fe:2:0.167;O:-2:2;Cu:1:0.086;Cu:2:0.081;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
164,Na0.75Mn2/3Ni1/6Cu1/6O2,FT,4,4.3,12,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.42;Mn:4:0.247;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
165,Na0.75Mn2/3Fe1/6Ni1/6O2,FT,4,4.4,12,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.587;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
166,Na0.75Fe2/3Cu1/6Mn1/6O2,FT,4,4.5,12,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.085;Mn:7:0.082;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
167,Na0.75Fe2/3Cu1/6Ni1/6O2,FT,4,4.6,12,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.247,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
168,Na0.75Ni2/3Cu1/6Mn1/6O2,FT,4,4.7,12,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.043;Ni:4:0.624;FinalChargeBalance:0,Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
169,Na0.75Fe2/3Ni1/6Mn1/6O2,FT,4,4.8,12,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:3:0.087;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.417
170,Na0.75Cu2/3Fe1/6Ni1/6O2,FT,4,4.9,12,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
171,Na0.75Cu2/3Ni1/6Fe1/6O2,FT,4,4.1,12,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
172,Na0.75Cu2/3Ni1/6Mn1/6O2,FT,4,4.11,12,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
173,Na0.75Ni2/3Fe1/6Mn1/6O2,FT,4,4.12,12,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.126;Ni:4:0.541;FinalChargeBalance:0.001,Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.125;Ni:4:0.542;FinalChargeBalance:0.001
174,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,4,5.1,12,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.806,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
175,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,4,5.2,12,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
176,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,4,5.3,12,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
177,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,4,5.4,12,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.417;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
178,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,4,5.9,12,950,,"{'Na': 0.75, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.064;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
179,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,4,5.1,12,950,,"{'Na': 0.75, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.249;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
180,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,4,5.11,12,950,,"{'Na': 0.75, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.043;Mn:4:0.253;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
181,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,4,5.12,12,950,,"{'Na': 0.75, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.228;Mn:4:0.068;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
182,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,4,6.1,12,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.361;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
183,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,4,6.2,12,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
184,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,4,6.5,12,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.139;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
185,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,4,6.6,12,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.528,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
186,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,4,6.9,12,950,,"{'Na': 0.75, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Mn:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.083;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
187,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,4,6.1,12,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.343;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
188,Na0.5Mn2/3Cu1/6Fe1/6O2,FT,4,7.1,12,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.664;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
189,Na0.5Ni2/3Fe1/6Cu1/6O2,FT,4,7.2,12,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
190,Na0.5Mn2/3Ni1/6Cu1/6O2,FT,4,7.3,12,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.17;Mn:4:0.497;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
191,Na0.5Mn2/3Fe1/6Ni1/6O2,FT,4,7.4,12,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.337;Mn:4:0.33;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
192,Na0.5Fe2/3Cu1/6Mn1/6O2,FT,4,7.5,12,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.001;Mn:7:0.166;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
193,Na0.5Fe2/3Cu1/6Ni1/6O2,FT,4,7.6,12,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
194,Na0.5Ni2/3Cu1/6Mn1/6O2,FT,4,7.7,12,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Mn:3:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
195,Na0.5Fe2/3Ni1/6Mn1/6O2,FT,4,7.8,12,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.113;Mn:7:0.054;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.667
196,Na0.5Cu2/3Fe1/6Ni1/6O2,FT,4,7.9,12,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
197,Na0.5Cu2/3Ni1/6Fe1/6O2,FT,4,7.1,12,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
198,Na0.5Cu2/3Ni1/6Mn1/6O2,FT,4,7.11,12,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
199,Na0.5Ni2/3Fe1/6Mn1/6O2,FT,4,7.12,12,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.665;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:4:0.667;FinalChargeBalance:0.001
200,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,4,8.1,12,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-1.056,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
201,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,4,8.2,12,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
202,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,4,8.3,12,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.056;Fe:3:0.055;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
203,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,4,8.4,12,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
204,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,4,8.9,12,950,,"{'Na': 0.5, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
205,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,4,8.1,12,950,,"{'Na': 0.5, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
206,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,4,8.11,12,950,,"{'Na': 0.5, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
207,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,4,8.12,12,950,,"{'Na': 0.5, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
208,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,4,9.1,12,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
